5687.50,4.5314
5750.00,5.3720
5812.50,0.7104
5875.00,3.6771
5937.50,1.9756
6000.00,5.7839
6062.50,7.9411
6125.00,3.9051
6187.50,0.3063
6250.00,6.2480
6312.50,7.1827
6375.00,1.1098
6437.50,3.7283
6500.00,0.5394
6562.50,3.4119
6625.00,0.3328
6687.50,3.8124
6750.00,7.7219
6812.50,8.6588
6875.00,6.1429
6937.50,2.3145
7000.00,2.5302
7062.50,0.3860
7125.00,0.4303
7187.50,6.0265
7250.00,0.5214
7312.50,2.5043
7375.00,3.0535
7437.50,3.8340
7500.00,3.7578
7562.50,6.3945
7625.00,9.4550
7687.50,5.8780
7750.00,1.9851
7812.50,2.4195
7875.00,0.9898
7937.50,2.3535
airflow(m/s),5.65
clocktime,49800

0.00,1532.2889
62.50,1081.7940
125.00,557.4910
187.50,283.0029
250.00,154.5802
312.50,57.5514
375.00,78.1176
437.50,56.2571
500.00,24.8336
562.50,11.4016
625.00,8.1257
687.50,16.3821
750.00,30.9992
812.50,42.4906
875.00,27.6976
937.50,11.0113
1000.00,19.7179
1062.50,19.0821
1125.00,14.0109
1187.50,13.1427
1250.00,12.1882
1312.50,13.4996
1375.00,13.9050
1437.50,9.1272
1500.00,1.0107
1562.50,3.1784
1625.00,5.7137
1687.50,11.1995
1750.00,9.0988
1812.50,6.7658
1875.00,5.1002
1937.50,4.4468
2000.00,10.1988
2062.50,8.3151
2125.00,6.1581
2187.50,7.6047
2250.00,6.7197
2312.50,4.2259
2375.00,5.7046
2437.50,2.3254
2500.00,5.5956
2562.50,7.9275
2625.00,2.0475
2687.50,6.4763
2750.00,6.0905
2812.50,6.6895
2875.00,5.3821
2937.50,6.5638
3000.00,2.5490
3062.50,5.0995
3125.00,6.8189
3187.50,7.4575
3250.00,3.3697
3312.50,5.8970
3375.00,7.4183
3437.50,5.3978
3500.00,6.4414
3562.50,6.4568
3625.00,1.5700
3687.50,6.2155
3750.00,9.1926
3812.50,4.9099
3875.00,3.3485
3937.50,7.4406
4000.00,3.3229
4062.50,4.1194
4125.00,8.8665
4187.50,8.0564
4250.00,4.2098
4312.50,4.7777
4375.00,4.7711
4437.50,3.5795
4500.00,2.6805
4562.50,6.2917
4625.00,5.7069
4687.50,5.9767
4750.00,4.0810
4812.50,8.0916
4875.00,5.1906
4937.50,2.8616
5000.00,2.8412
5062.50,2.2900
5125.00,1.9950
5187.50,3.7061
5250.00,4.0240
5312.50,1.8416
5375.00,1.7683
5437.50,3.5816
5500.00,6.7056
5562.50,3.4976
5625.00,4.4601
5687.50,4.9988
5750.00,2.8733
5812.50,0.9433
5875.00,5.8328
5937.50,6.9550
6000.00,3.6013
6062.50,2.1685
6125.00,6.7652
0.00,60867.2202
62.50,25842.8853
125.00,232.5303
187.50,119.0966
250.00,134.3934
312.50,43.3934
375.00,51.2444
437.50,42.7476
500.00,39.6189
562.50,38.7268
625.00,22.9515
687.50,31.4969
750.00,21.1149
812.50,54.6820
875.00,36.4301
937.50,29.7788
1000.00,14.2058
1062.50,10.8365
1125.00,15.0983
1187.50,11.6402
1250.00,7.1926
1312.50,2.8137
1375.00,2.8746
1437.50,6.5887
1500.00,7.6076
1562.50,5.4980
1625.00,11.6902
1687.50,5.4997
1750.00,12.8395
1812.50,7.7843
1875.00,7.9088
1937.50,11.7072
2000.00,15.9101
2062.50,5.4704
2125.00,11.8373
2187.50,3.7932
2250.00,6.3258
2312.50,10.6369
2375.00,10.8931
2437.50,6.1384
2500.00,6.4473
2562.50,7.0313
2625.00,11.3700
2687.50,4.0996
2750.00,7.9781
2812.50,10.7232
2875.00,1.8739
2937.50,5.4950
3000.00,7.0701
3062.50,7.9119
3125.00,3.8942
3187.50,13.1512
3250.00,12.5414
3312.50,4.2347
3375.00,2.4338
3437.50,3.1024
3500.00,9.5310
3562.50,7.8891
3625.00,5.1452
3687.50,10.5538
3750.00,8.7229
3812.50,5.1306
3875.00,7.8242
3937.50,1.9106
4000.00,6.0668
4062.50,8.5072
4125.00,2.7087
4187.50,2.9545
4250.00,7.9928
4312.50,9.4303
4375.00,7.1310
4437.50,4.1961
4500.00,4.7731
4562.50,5.1209
4625.00,7.0919
4687.50,4.4651
4750.00,9.3088
4812.50,7.2521
4875.00,4.6258
4937.50,8.2400
5000.00,11.7891
5062.50,9.7628
5125.00,8.5375
5187.50,9.9858
5250.00,10.0284
5312.50,2.1005
5375.00,5.7297
5437.50,5.4644
5500.00,5.7435
5562.50,4.5192
5625.00,5.0412
5687.50,7.9142
5750.00,4.5912
5812.50,6.0264
5875.00,7.0464
5937.50,5.9316
6000.00,1.6794
6062.50,9.4472
6125.00,11.7049
6187.50,4.0549
6250.00,2.2065
6312.50,2.2133
6375.00,7.6798
6437.50,10.8241
6500.00,3.4665
6562.50,4.1984
6625.00,5.9028
6687.50,8.0333
6750.00,2.6378
6812.50,6.2382
6875.00,3.3361
6937.50,2.2845
7000.00,7.3819
7062.50,13.9324
7125.00,7.6551
7187.50,1.0467
7250.00,1.1450
7312.50,4.7269
7375.00,10.8055
7437.50,7.5389
7500.00,7.9697
7562.50,4.7775
7625.00,5.2965
7687.50,4.8538
7750.00,6.1772
7812.50,8.5814
7875.00,5.3346
7937.50,5.4141
airflow(m/s),13.96
clocktime,24995

0.00,8274.5872
62.50,3481.7580
125.00,68.7371
187.50,112.1219
250.00,92.0133
312.50,13.3807
375.00,26.7539
437.50,21.6084
500.00,32.6296
562.50,20.9358
625.00,14.6930
687.50,11.5557
750.00,10.0230
812.50,7.5139
875.00,9.0224
937.50,9.9499
1000.00,13.5853
1062.50,6.6720
1125.00,5.9893
1187.50,17.6156
1250.00,7.7250
1312.50,15.1324
1375.00,14.8697
1437.50,7.4246
1500.00,7.7263
1562.50,8.3800
1625.00,6.3461
1687.50,3.0716
1750.00,20.5011
1812.50,14.1469
1875.00,10.7747
1937.50,3.9125
2000.00,2.5050
2062.50,4.3241
2125.00,7.4493
2187.50,13.3743
2250.00,11.9791
2312.50,7.0068
2375.00,6.9854
2437.50,9.4831
2500.00,4.7454
2562.50,7.2863
2625.00,7.4297
2687.50,4.3128
2750.00,2.6224
2812.50,1.7080
2875.00,6.0789
2937.50,6.3501
3000.00,2.8244
3062.50,5.9011
3125.00,5.5862
3187.50,8.5188
3250.00,14.4868
3312.50,14.0929
3375.00,8.2467
3437.50,6.5302
3500.00,10.3568
3562.50,12.9077
3625.00,7.9467
3687.50,7.1538
3750.00,4.3928
3812.50,9.1063
3875.00,6.2090
3937.50,2.9362
4000.00,1.6440
4062.50,6.4875
4125.00,6.1345
4187.50,11.6075
4250.00,11.2238
4312.50,3.3379
4375.00,2.8528
4437.50,4.9358
4500.00,3.4949
4562.50,0.7837
4625.00,3.0358
4687.50,8.0176
4750.00,12.4823
4812.50,18.4053
4875.00,8.3799
4937.50,0.1802
5000.00,3.5525
5062.50,2.4706
5125.00,7.6552
5187.50,10.0909
5250.00,3.4862
5312.50,9.0725
5375.00,13.0115
5437.50,5.1614
5500.00,2.7599
5562.50,9.0752
5625.00,10.0556
5687.50,1.4615
5750.00,7.9706
5812.50,10.1987
5875.00,13.3698
5937.50,7.3652
6000.00,10.7390
6062.50,7.1941
6125.00,3.2521
6187.50,6.5253
6250.00,9.3317
6312.50,10.8516
6375.00,6.0102
6437.50,4.1159
6500.00,8.1332
6562.50,6.7170
6625.00,4.2869
6687.50,5.3632
6750.00,7.8529
6812.50,9.8137
6875.00,7.7442
6937.50,6.1002
